id,arabic_word,frequency,english_translation,chinese_translation,status
4680,أداة,13264,,,new
4681,تعديلات,13260,,,new
4682,سيلفا,13251,,,new
4683,التقارير,13246,,,new
4684,كونه,13239,,,new
4685,سويسريون,13237,,,new
4686,تخطيط,13236,,,new
4687,المعاصرة,13228,,,new
4688,المختلطة,13224,,,new
4689,المعماري,13220,,,new
4690,المعالم,13219,,,new
4691,المخطط,13218,,,new
4692,القمة,13218,,,new
4693,والبعثات,13216,,,new
4694,فرط,13214,,,new
4695,الأسلوب,13214,,,new
4696,الرتيبة,13212,,,new
4697,روي,13207,,,new
4698,تلعب,13200,,,new
4699,إرنست,13200,,,new
4700,سور,13199,,,new
4701,مبادرة,13197,,,new
4702,الثلاثي,13195,,,new
4703,المقصود,13193,,,new
4704,ممكن,13192,,,new
4705,الصدور,13191,,,new
4706,أوكلاند,13188,,,new
4707,وإعادة,13187,,,new
4708,بوينغ,13187,,,new
4709,القطع,13185,,,new
4710,الاحتجاجات,13177,,,new
4711,عماد,13174,,,new
4712,حوار,13174,,,new
4713,إمام,13167,,,new
4714,ويكون,13165,,,new
4715,هتلر,13159,,,new
4716,مراجعتها,13151,,,new
4717,الجماهيري,13150,,,new
4718,الوسيط,13149,,,new
4719,وليد,13145,,,new
4720,قشتالة,13138,,,new
4721,الراين,13138,,,new
4722,بالميدالية,13135,,,new
4723,تقديرات,13135,,,new
4724,أسد,13134,,,new
4725,المحطة,13133,,,new
4726,يشبه,13130,,,new
4727,إثر,13127,,,new
4728,متكامل,13126,,,new
4729,استعادة,13122,,,new
4730,شراء,13121,,,new
4731,المباشرة,13116,,,new
4732,دبلوماسية,13114,,,new
4733,والتعمير,13106,,,new
4734,يدعى,13104,,,new
4735,التنفيذية,13103,,,new
4736,ساوث,13101,,,new
4737,إنترتينمنت,13101,,,new
4738,بال,13096,,,new
4739,اللاجئين,13095,,,new
4740,المعنى,13092,,,new
4741,المدنيين,13092,,,new
4742,سرية,13090,,,new
4743,ري,13087,,,new
4744,أظهر,13086,,,new
4745,تنمية,13082,,,new
4746,حدثت,13078,,,new
4747,للدولتين,13076,,,new
4748,الداخل,13073,,,new
4749,والقنصلية,13072,,,new
4750,مؤلفاته,13067,,,new
4751,لاحظ,13066,,,new
4752,طرد,13065,,,new
4753,منتجو,13063,,,new
4754,اصلي,13061,,,new
4755,جيه,13059,,,new
4756,رويال,13058,,,new
4757,فرناندو,13058,,,new
4758,للإنشاء,13057,,,new
4759,ديمقراطيون,13055,,,new
4760,نقابة,13053,,,new
4761,أكاديميون,13053,,,new
4762,الوعي,13048,,,new
4763,رئيسة,13047,,,new
4764,روح,13046,,,new
4765,الحربية,13034,,,new
4766,شائعة,13032,,,new
4767,تزيد,13031,,,new
4768,بكالوريوس,13029,,,new
4769,ميت,13028,,,new
4770,رينجرز,13025,,,new
4771,اقتراح,13016,,,new
4772,الانتهاء,13016,,,new
4773,ياسر,13015,,,new
4774,صلاة,13011,,,new
4775,غواصة,13010,,,new
4776,يشارك,13006,,,new
4777,البندقية,13005,,,new
4778,نماذج,12996,,,new
4779,الجغرافية,12989,,,new
4780,موزع,12989,,,new
4781,الشائعة,12987,,,new
4782,باتفاقية,12987,,,new
4783,معدلات,12979,,,new
4784,فازوا,12977,,,new
4785,رجب,12975,,,new
4786,الفنانين,12973,,,new
4787,جاءت,12968,,,new
4788,ذكرى,12968,,,new
4789,ألاسكا,12966,,,new
4790,استمرار,12965,,,new
4791,أعيد,12955,,,new
4792,يرجع,12951,,,new
4793,مرشح,12946,,,new
4794,العبيد,12944,,,new
4795,شيوع,12943,,,new
4796,فرانكفورت,12943,,,new
4797,وصفها,12942,,,new
4798,جينات,12939,,,new
4799,التجمع,12938,,,new
4800,المريخ,12936,,,new
4801,المقام,12936,,,new
4802,المرشح,12936,,,new
4803,أقوى,12936,,,new
4804,المساواة,12934,,,new
4805,فلاديمير,12928,,,new
4806,حصان,12926,,,new
4807,إدخال,12924,,,new
4808,تسجيلات,12922,,,new
4809,بسهولة,12914,,,new
4810,المجالات,12911,,,new
4811,الأمامي,12910,,,new
4812,بالرغم,12909,,,new
4813,برس,12909,,,new
4814,ومانغا,12899,,,new
4815,عليا,12899,,,new
4816,والاجتماعية,12897,,,new
4817,مغربية,12897,,,new
4818,قل,12896,,,new
4819,اليمني,12896,,,new
4820,التوجه,12895,,,new
4821,المشتري,12894,,,new
4822,المضادة,12890,,,new
4823,الأدبي,12888,,,new
4824,مستقبل,12886,,,new
4825,بوت,12883,,,new
4826,كعلامة,12874,,,new
4827,المعاصر,12873,,,new
4828,الجاسور,12868,,,new
4829,نجيب,12867,,,new
4830,مكسيكو,12866,,,new
4831,الخيرية,12864,,,new
4832,منفصلة,12863,,,new
4833,مفتوح,12857,,,new
4834,تدفق,12856,,,new
4835,زايد,12856,,,new
4836,المحدودة,12849,,,new
4837,حيدر,12847,,,new
4838,قميص,12845,,,new
4839,تحويلات,12839,,,new
4840,مائي,12836,,,new
4841,تقليل,12834,,,new
4842,داخلي,12831,,,new
4843,بذريات,12829,,,new
4844,حيفا,12825,,,new
4845,اقتصادية,12820,,,new
4846,إملائي,12818,,,new
4847,قادر,12814,,,new
4848,كونها,12813,,,new
4849,رام,12808,,,new
4850,بورصة,12807,,,new
4851,الطوابع,12804,,,new
4852,الوزارة,12797,,,new
4853,ديفيس,12797,,,new
4854,اف,12791,,,new
4855,راكب,12788,,,new
4856,يتمكن,12787,,,new
4857,المثلية,12785,,,new
4858,نار,12778,,,new
4859,يتحدث,12776,,,new
4860,طاهر,12772,,,new
4861,نرويجي,12762,,,new
4862,انحلال,12760,,,new
4863,المهدي,12759,,,new
4864,لوحات,12758,,,new
4865,تنتج,12756,,,new
4866,سلوك,12755,,,new
4867,ولقد,12751,,,new
4868,ذاتي,12748,,,new
4869,المنازل,12748,,,new
4870,سبورت,12747,,,new
4871,الملعوبة,12747,,,new
4872,وضعت,12746,,,new
4873,ماجستير,12743,,,new
4874,أسابيع,12741,,,new
4875,الصليب,12740,,,new
4876,تعز,12739,,,new
4877,حمدي,12739,,,new
4878,عدنان,12735,,,new
4879,رياض,12735,,,new
4880,احتجاجات,12733,,,new
4881,الابتدائية,12730,,,new
4882,كريستوفر,12729,,,new
4883,حادثة,12727,,,new
4884,نمساوي,12726,,,new
4885,بيتش,12723,,,new
4886,فورد,12719,,,new
4887,كهربائية,12717,,,new
4888,كتبها,12709,,,new
4889,التفاصيل,12701,,,new
4890,إد,12701,,,new
4891,المناعة,12700,,,new
4892,الحيوي,12697,,,new
4893,أوتو,12694,,,new
4894,رة,12693,,,new
4895,نيل,12689,,,new
4896,الشروط,12686,,,new
4897,النيجر,12683,,,new
4898,الدنيا,12681,,,new
4899,جراحة,12676,,,new
4900,مخصصة,12673,,,new
4901,السياحية,12665,,,new
4902,تورينو,12664,,,new
4903,كوسوفو,12663,,,new
4904,أوسكار,12656,,,new
4905,هال,12653,,,new
4906,دواء,12652,,,new
4907,الانتداب,12649,,,new
4908,ظاهرة,12638,,,new
4909,وعضو,12638,,,new
4910,أجنبي,12631,,,new
4911,الدستورية,12629,,,new
4912,مجريون,12628,,,new
4913,منفذ,12626,,,new
4914,التزلج,12620,,,new
4915,تبقى,12619,,,new
4916,الحرم,12610,,,new
4917,الفضية,12608,,,new
4918,جماعية,12605,,,new
4919,حضارة,12604,,,new
4920,سياتل,12602,,,new
4921,ونتيجة,12599,,,new
4922,بجانب,12598,,,new
4923,سكة,12598,,,new
4924,كونان,12597,,,new
4925,بيكر,12593,,,new
4926,بنيت,12592,,,new
4927,محام,12585,,,new
4928,وعلم,12581,,,new
4929,الروم,12577,,,new
4930,مونتانا,12576,,,new
4931,الجدد,12573,,,new
4932,باتجاه,12570,,,new
4933,معارضة,12564,,,new
4934,عدل,12563,,,new
4935,بورت,12563,,,new
4936,الاستعمار,12559,,,new
4937,تمويل,12558,,,new
4938,تذكر,12558,,,new
4939,حامد,12554,,,new
4940,دعى,12550,,,new
4941,سائقو,12545,,,new
4942,كنديات,12545,,,new
4943,مستخدمو,12543,,,new
4944,تنتمي,12540,,,new
4945,الي,12538,,,new
4946,موضع,12536,,,new
4947,خادم,12536,,,new
4948,نيلسون,12535,,,new
4949,مختار,12531,,,new
4950,والجماعة,12530,,,new
4951,كنائس,12528,,,new
4952,مروان,12528,,,new
4953,سلا,12526,,,new
4954,لعدم,12520,,,new
4955,استجابة,12519,,,new
4956,الحادث,12516,,,new
4957,السودانية,12513,,,new
4958,انتصار,12509,,,new
4959,مطارات,12504,,,new
4960,التعرف,12502,,,new
4961,كاتدرائية,12500,,,new
4962,التفسير,12500,,,new
4963,مهنة,12497,,,new
4964,الخمسة,12494,,,new
4965,زي,12494,,,new
4966,الرشيد,12493,,,new
4967,سينمائي,12491,,,new
4968,البكالوريوس,12490,,,new
4969,المؤقت,12487,,,new
4970,ساعد,12482,,,new
4971,خلصت,12480,,,new
4972,النسائي,12476,,,new
4973,المعمارية,12471,,,new
4974,حسني,12459,,,new
4975,نصب,12456,,,new
4976,أميرة,12454,,,new
4977,ألان,12454,,,new
4978,يسبب,12445,,,new
4979,محترف,12443,,,new
4980,الشاشة,12443,,,new
4981,مرتبة,12443,,,new
4982,روجر,12443,,,new
4983,خلاف,12442,,,new
4984,المنخفضة,12439,,,new
4985,يوفر,12435,,,new
4986,الصغرى,12432,,,new
4987,النباتية,12427,,,new
4988,رواندا,12422,,,new
4989,لتطوير,12421,,,new
4990,برتغالي,12420,,,new
4991,كييف,12417,,,new
4992,وتوفيت,12415,,,new
4993,الباحث,12413,,,new
4994,بريستول,12413,,,new
4995,السبت,12410,,,new
4996,لدراسة,12405,,,new
4997,أصفهان,12404,,,new
4998,بايت,12403,,,new
4999,نو,12398,,,new
5000,كوميديون,12398,,,new
